row;col;r;c;value;status
"Catalunya Central";01/2010;3;188;35,5;
"Catalunya Central";12/2009;3;189;35;
"Catalunya Central";11/2009;3;190;37,6;
"Catalunya Central";10/2009;3;191;38,5;
"Catalunya Central";09/2009;3;192;44,8;
"Catalunya Central";08/2009;3;193;45,3;
"Catalunya Central";07/2009;3;194;45,8;
"Catalunya Central";06/2009;3;195;42,9;
"Catalunya Central";05/2009;3;196;47,6;
"Catalunya Central";04/2009;3;197;44,2;
"Catalunya Central";03/2009;3;198;43,5;
"Catalunya Central";02/2009;3;199;46;
"Catalunya Central";01/2009;3;200;32,8;
"Catalunya Central";12/2008;3;201;44;
"Catalunya Central";11/2008;3;202;50,3;
"Catalunya Central";10/2008;3;203;48,1;
"Catalunya Central";09/2008;3;204;55,2;
"Catalunya Central";08/2008;3;205;50,6;
"Catalunya Central";07/2008;3;206;55,9;
"Catalunya Central";06/2008;3;207;53,7;
"Catalunya Central";05/2008;3;208;52,8;
"Catalunya Central";04/2008;3;209;54,9;
"Catalunya Central";03/2008;3;210;51,8;
"Catalunya Central";02/2008;3;211;55,7;
"Catalunya Central";01/2008;3;212;44,4;
"Catalunya Central";12/2007;3;213;47,7;
"Catalunya Central";11/2007;3;214;55,1;
"Catalunya Central";10/2007;3;215;57,8;
"Catalunya Central";09/2007;3;216;57,4;
"Catalunya Central";08/2007;3;217;53,2;
"Catalunya Central";07/2007;3;218;52,7;
"Catalunya Central";06/2007;3;219;58,7;
"Catalunya Central";05/2007;3;220;60,2;
"Catalunya Central";04/2007;3;221;56,3;
"Catalunya Central";03/2007;3;222;54,7;
"Catalunya Central";02/2007;3;223;55;
"Catalunya Central";01/2007;3;224;46,5;
"Catalunya Central";12/2006;3;225;46,5;
"Catalunya Central";11/2006;3;226;57,9;
"Catalunya Central";10/2006;3;227;59,6;
"Catalunya Central";09/2006;3;228;62,4;
"Catalunya Central";08/2006;3;229;52,8;
"Catalunya Central";07/2006;3;230;55,1;
"Catalunya Central";06/2006;3;231;56,1;
"Catalunya Central";05/2006;3;232;56,4;
"Catalunya Central";04/2006;3;233;55,9;
"Catalunya Central";03/2006;3;234;54,8;
"Catalunya Central";02/2006;3;235;52,9;
"Catalunya Central";01/2006;3;236;43,3;
"Costa Brava";"08/2025 (p)";4;1;86,3;
"Costa Brava";"07/2025 (p)";4;2;80,7;
"Costa Brava";"06/2025 (p)";4;3;71,9;
"Costa Brava";"05/2025 (p)";4;4;63,2;
"Costa Brava";"04/2025 (p)";4;5;62,7;
"Costa Brava";"03/2025 (p)";4;6;50;
"Costa Brava";"02/2025 (p)";4;7;51,3;
"Costa Brava";"01/2025 (p)";4;8;42,9;
"Costa Brava";12/2024;4;9;42;
"Costa Brava";11/2024;4;10;46;
"Costa Brava";10/2024;4;11;62,3;
"Costa Brava";09/2024;4;12;74,6;
"Costa Brava";08/2024;4;13;87,8;
"Costa Brava";07/2024;4;14;79,6;
"Costa Brava";06/2024;4;15;68,4;
"Costa Brava";05/2024;4;16;62,4;
"Costa Brava";04/2024;4;17;52,8;
"Costa Brava";03/2024;4;18;51,1;
"Costa Brava";"02/2024 (p)";4;19;51,3;
"Costa Brava";01/2024;4;20;42,9;
"Costa Brava";12/2023;4;21;49,7;
"Costa Brava";11/2023;4;22;46,8;
"Costa Brava";10/2023;4;23;63,3;
"Costa Brava";09/2023;4;24;72,1;
"Costa Brava";08/2023;4;25;83,2;
"Costa Brava";07/2023;4;26;76,5;
"Costa Brava";06/2023;4;27;64,8;
"Costa Brava";05/2023;4;28;57,8;
"Costa Brava";04/2023;4;29;57,4;
"Costa Brava";03/2023;4;30;47,7;
"Costa Brava";02/2023;4;31;50;
"Costa Brava";01/2023;4;32;45,1;
"Costa Brava";12/2022;4;33;46,7;
"Costa Brava";11/2022;4;34;46;
"Costa Brava";10/2022;4;35;56,5;
"Costa Brava";09/2022;4;36;65;
"Costa Brava";08/2022;4;37;85;
"Costa Brava";07/2022;4;38;76,3;
"Costa Brava";06/2022;4;39;62,1;
"Costa Brava";05/2022;4;40;52;
"Costa Brava";04/2022;4;41;51;
"Costa Brava";03/2022;4;42;42,6;
"Costa Brava";02/2022;4;43;47,9;
"Costa Brava";01/2022;4;44;36,3;
"Costa Brava";12/2021;4;45;41,7;
"Costa Brava";11/2021;4;46;44;
"Costa Brava";10/2021;4;47;51,4;
"Costa Brava";09/2021;4;48;52;
"Costa Brava";08/2021;4;49;75,8;
"Costa Brava";07/2021;4;50;53,7;
"Costa Brava";06/2021;4;51;38,3;
"Costa Brava";05/2021;4;52;33,6;
"Costa Brava";04/2021;4;53;26,6;
"Costa Brava";03/2021;4;54;27,2;
"Costa Brava";02/2021;4;55;21,6;
"Costa Brava";01/2021;4;56;21,3;
"Costa Brava";12/2020;4;57;20,3;
"Costa Brava";11/2020;4;58;15,6;
"Costa Brava";10/2020;4;59;27,9;
"Costa Brava";09/2020;4;60;33,3;
"Costa Brava";08/2020;4;61;54;
"Costa Brava";07/2020;4;62;42,2;
"Costa Brava";06/2020;4;63;;..
"Costa Brava";05/2020;4;64;;..
"Costa Brava";04/2020;4;65;;..
"Costa Brava";03/2020;4;66;27,3;
"Costa Brava";02/2020;4;67;45;
"Costa Brava";01/2020;4;68;35;
"Costa Brava";12/2019;4;69;41,2;
"Costa Brava";11/2019;4;70;40,1;
"Costa Brava";10/2019;4;71;58,6;
"Costa Brava";09/2019;4;72;70,6;
"Costa Brava";08/2019;4;73;85,5;
"Costa Brava";07/2019;4;74;75,9;
"Costa Brava";06/2019;4;75;68;
"Costa Brava";05/2019;4;76;55,8;
"Costa Brava";04/2019;4;77;58;
"Costa Brava";03/2019;4;78;50,1;
"Costa Brava";02/2019;4;79;43;
"Costa Brava";01/2019;4;80;36,9;
"Costa Brava";12/2018;4;81;39,1;
"Costa Brava";11/2018;4;82;42;
"Costa Brava";10/2018;4;83;58,6;
"Costa Brava";09/2018;4;84;72,1;
"Costa Brava";08/2018;4;85;83,3;
"Costa Brava";07/2018;4;86;73,9;
"Costa Brava";06/2018;4;87;61,6;
"Costa Brava";05/2018;4;88;57,1;
"Costa Brava";04/2018;4;89;53,3;
"Costa Brava";03/2018;4;90;49,9;
"Costa Brava";02/2018;4;91;39,3;
"Costa Brava";01/2018;4;92;32,9;
"Costa Brava";12/2017;4;93;35,8;
"Costa Brava";11/2017;4;94;37,7;
"Costa Brava";10/2017;4;95;57,8;
"Costa Brava";09/2017;4;96;73,6;
"Costa Brava";08/2017;4;97;83,7;
"Costa Brava";07/2017;4;98;78,6;
"Costa Brava";06/2017;4;99;65,8;
"Costa Brava";05/2017;4;100;52,6;
"Costa Brava";04/2017;4;101;58,2;
"Costa Brava";03/2017;4;102;45;
"Costa Brava";02/2017;4;103;41,2;
"Costa Brava";01/2017;4;104;33,1;
"Costa Brava";12/2016;4;105;37,5;
"Costa Brava";11/2016;4;106;40,4;
"Costa Brava";10/2016;4;107;57,5;
"Costa Brava";09/2016;4;108;70,6;
"Costa Brava";08/2016;4;109;85,7;
"Costa Brava";07/2016;4;110;75,2;
"Costa Brava";06/2016;4;111;59,1;
"Costa Brava";05/2016;4;112;53,9;
"Costa Brava";04/2016;4;113;51,3;
"Costa Brava";03/2016;4;114;48,7;
"Costa Brava";02/2016;4;115;40;
"Costa Brava";01/2016;4;116;33,9;
"Costa Brava";12/2015;4;117;36,8;
"Costa Brava";11/2015;4;118;36;
"Costa Brava";10/2015;4;119;53;
"Costa Brava";09/2015;4;120;66,4;
"Costa Brava";08/2015;4;121;83;
"Costa Brava";07/2015;4;122;71,1;
"Costa Brava";06/2015;4;123;55,4;
"Costa Brava";05/2015;4;124;49,7;
"Costa Brava";04/2015;4;125;51,8;
"Costa Brava";03/2015;4;126;43,7;
"Costa Brava";02/2015;4;127;38,9;
"Costa Brava";01/2015;4;128;33;
"Costa Brava";12/2014;4;129;31,5;
"Costa Brava";11/2014;4;130;35,2;
"Costa Brava";10/2014;4;131;52,9;
"Costa Brava";09/2014;4;132;65,7;
"Costa Brava";08/2014;4;133;83,8;
"Costa Brava";07/2014;4;134;69;
"Costa Brava";06/2014;4;135;59,9;
"Costa Brava";05/2014;4;136;47,7;
"Costa Brava";04/2014;4;137;50,7;
"Costa Brava";03/2014;4;138;42,6;
"Costa Brava";02/2014;4;139;32,8;
"Costa Brava";01/2014;4;140;30,7;
"Costa Brava";12/2013;4;141;33;
"Costa Brava";11/2013;4;142;35,8;
"Costa Brava";10/2013;4;143;50,8;
"Costa Brava";09/2013;4;144;64,8;
"Costa Brava";08/2013;4;145;82;
"Costa Brava";07/2013;4;146;72;
"Costa Brava";06/2013;4;147;57,2;
"Costa Brava";05/2013;4;148;47,7;
"Costa Brava";04/2013;4;149;45;
"Costa Brava";03/2013;4;150;41,2;
"Costa Brava";02/2013;4;151;31,2;
"Costa Brava";01/2013;4;152;20,4;
"Costa Brava";12/2012;4;153;31,8;
"Costa Brava";11/2012;4;154;33,8;
"Costa Brava";10/2012;4;155;48,2;
"Costa Brava";09/2012;4;156;66,2;
"Costa Brava";08/2012;4;157;82,1;
"Costa Brava";07/2012;4;158;71,2;
"Costa Brava";06/2012;4;159;55,3;
"Costa Brava";05/2012;4;160;45,7;
"Costa Brava";04/2012;4;161;49,6;
"Costa Brava";03/2012;4;162;37,3;
"Costa Brava";02/2012;4;163;32;
"Costa Brava";01/2012;4;164;24,2;
"Costa Brava";12/2011;4;165;30,4;
"Costa Brava";11/2011;4;166;32,9;
"Costa Brava";10/2011;4;167;50,8;
"Costa Brava";09/2011;4;168;63;
"Costa Brava";08/2011;4;169;82,4;
"Costa Brava";07/2011;4;170;73,9;
"Costa Brava";06/2011;4;171;60,5;
"Costa Brava";05/2011;4;172;45,4;
"Costa Brava";04/2011;4;173;52,2;
"Costa Brava";03/2011;4;174;43,9;
"Costa Brava";02/2011;4;175;39,3;
"Costa Brava";01/2011;4;176;23,7;
"Costa Brava";12/2010;4;177;32,6;
"Costa Brava";11/2010;4;178;36,4;
"Costa Brava";10/2010;4;179;52;
"Costa Brava";09/2010;4;180;60,2;
"Costa Brava";08/2010;4;181;78,6;
"Costa Brava";07/2010;4;182;69,4;
"Costa Brava";06/2010;4;183;52,9;
"Costa Brava";05/2010;4;184;49,8;
"Costa Brava";04/2010;4;185;51,9;
"Costa Brava";03/2010;4;186;40,7;
"Costa Brava";02/2010;4;187;40,3;
"Costa Brava";01/2010;4;188;23;
"Costa Brava";12/2009;4;189;31,8;
"Costa Brava";11/2009;4;190;36,2;
"Costa Brava";10/2009;4;191;48,6;
"Costa Brava";09/2009;4;192;58,7;
"Costa Brava";08/2009;4;193;78,4;
"Costa Brava";07/2009;4;194;69,7;
"Costa Brava";06/2009;4;195;53,2;
"Costa Brava";05/2009;4;196;49,4;
"Costa Brava";04/2009;4;197;50;
"Costa Brava";03/2009;4;198;42;
"Costa Brava";02/2009;4;199;31;
"Costa Brava";01/2009;4;200;24,8;
"Costa Brava";12/2008;4;201;34,8;
"Costa Brava";11/2008;4;202;39,2;
"Costa Brava";10/2008;4;203;50,9;
"Costa Brava";09/2008;4;204;62,8;
"Costa Brava";08/2008;4;205;81,4;
"Costa Brava";07/2008;4;206;71,6;
"Costa Brava";06/2008;4;207;57,1;
"Costa Brava";05/2008;4;208;51,9;
"Costa Brava";04/2008;4;209;47,7;
"Costa Brava";03/2008;4;210;46,6;
"Costa Brava";02/2008;4;211;42,7;
"Costa Brava";01/2008;4;212;36,3;
"Costa Brava";12/2007;4;213;35,2;
"Costa Brava";11/2007;4;214;42,5;
"Costa Brava";10/2007;4;215;51,2;
"Costa Brava";09/2007;4;216;66,1;
"Costa Brava";08/2007;4;217;83,2;
"Costa Brava";07/2007;4;218;71,4;
"Costa Brava";06/2007;4;219;58,2;
"Costa Brava";05/2007;4;220;52,6;
"Costa Brava";04/2007;4;221;54,4;
"Costa Brava";03/2007;4;222;48,2;
"Costa Brava";02/2007;4;223;44,1;
"Costa Brava";01/2007;4;224;37,5;
"Costa Brava";12/2006;4;225;38,1;
"Costa Brava";11/2006;4;226;42,8;
"Costa Brava";10/2006;4;227;49,2;
"Costa Brava";09/2006;4;228;65,7;
"Costa Brava";08/2006;4;229;80,5;
"Costa Brava";07/2006;4;230;70,7;
"Costa Brava";06/2006;4;231;57;
"Costa Brava";05/2006;4;232;52,5;
"Costa Brava";04/2006;4;233;54,3;
"Costa Brava";03/2006;4;234;45,7;
"Costa Brava";02/2006;4;235;40,3;
"Costa Brava";01/2006;4;236;38,6;
"Costa Daurada";"08/2025 (p)";5;1;88,8;
"Costa Daurada";"07/2025 (p)";5;2;84,6;
"Costa Daurada";"06/2025 (p)";5;3;79,5;
"Costa Daurada";"05/2025 (p)";5;4;70,5;
"Costa Daurada";"04/2025 (p)";5;5;61,5;
"Costa Daurada";"03/2025 (p)";5;6;40,7;
"Costa Daurada";"02/2025 (p)";5;7;38,5;
"Costa Daurada";"01/2025 (p)";5;8;31,4;
"Costa Daurada";12/2024;5;9;45,3;
"Costa Daurada";11/2024;5;10;43,1;
"Costa Daurada";10/2024;5;11;69,5;
"Costa Daurada";09/2024;5;12;81,3;
"Costa Daurada";08/2024;5;13;90,2;
"Costa Daurada";07/2024;5;14;82,1;
"Costa Daurada";06/2024;5;15;77,7;
"Costa Daurada";05/2024;5;16;71,2;
"Costa Daurada";04/2024;5;17;55,1;
"Costa Daurada";03/2024;5;18;42,7;
"Costa Daurada";"02/2024 (p)";5;19;44,1;
"Costa Daurada";01/2024;5;20;38,8;
"Costa Daurada";12/2023;5;21;44,7;
"Costa Daurada";11/2023;5;22;46,6;
"Costa Daurada";10/2023;5;23;69,4;
"Costa Daurada";09/2023;5;24;78,4;
"Costa Daurada";08/2023;5;25;90;
"Costa Daurada";07/2023;5;26;82,5;
"Costa Daurada";06/2023;5;27;69,4;
"Costa Daurada";05/2023;5;28;61,8;
"Costa Daurada";04/2023;5;29;60,1;
"Costa Daurada";03/2023;5;30;40,8;
"Costa Daurada";02/2023;5;31;45,4;
"Costa Daurada";01/2023;5;32;38,3;
"Costa Daurada";12/2022;5;33;44,1;
"Costa Daurada";11/2022;5;34;41,8;
"Costa Daurada";10/2022;5;35;62,6;
"Costa Daurada";09/2022;5;36;71,3;
"Costa Daurada";08/2022;5;37;90,4;
"Costa Daurada";07/2022;5;38;79,5;
"Costa Daurada";06/2022;5;39;67,3;
"Costa Daurada";05/2022;5;40;56,3;
"Costa Daurada";04/2022;5;41;51,4;
"Costa Daurada";03/2022;5;42;38,9;
"Costa Daurada";02/2022;5;43;42;
"Costa Daurada";01/2022;5;44;29,3;
"Costa Daurada";12/2021;5;45;36,9;
"Costa Daurada";11/2021;5;46;37,7;
"Costa Daurada";10/2021;5;47;52,8;
"Costa Daurada";09/2021;5;48;48,5;
"Costa Daurada";08/2021;5;49;68,4;
"Costa Daurada";07/2021;5;50;50,6;
"Costa Daurada";06/2021;5;51;39,9;
"Costa Daurada";05/2021;5;52;27,7;
"Costa Daurada";04/2021;5;53;25,5;
"Costa Daurada";03/2021;5;54;26,6;
"Costa Daurada";02/2021;5;55;21,4;
"Costa Daurada";01/2021;5;56;18,1;
"Costa Daurada";12/2020;5;57;24,3;
"Costa Daurada";11/2020;5;58;25,1;
"Costa Daurada";10/2020;5;59;25,9;
"Costa Daurada";09/2020;5;60;32;
"Costa Daurada";08/2020;5;61;47,7;
"Costa Daurada";07/2020;5;62;33,1;
"Costa Daurada";06/2020;5;63;;..
"Costa Daurada";05/2020;5;64;;..
"Costa Daurada";04/2020;5;65;;..
"Costa Daurada";03/2020;5;66;24,5;
"Costa Daurada";02/2020;5;67;42,9;
"Costa Daurada";01/2020;5;68;37,2;
"Costa Daurada";12/2019;5;69;39,7;
"Costa Daurada";11/2019;5;70;40,2;
"Costa Daurada";10/2019;5;71;63,5;
"Costa Daurada";09/2019;5;72;81;
"Costa Daurada";08/2019;5;73;88,3;
"Costa Daurada";07/2019;5;74;82,3;
"Costa Daurada";06/2019;5;75;77,4;
"Costa Daurada";05/2019;5;76;58,1;
"Costa Daurada";04/2019;5;77;59,6;
"Costa Daurada";03/2019;5;78;50,8;
"Costa Daurada";02/2019;5;79;45;
"Costa Daurada";01/2019;5;80;33,1;
"Costa Daurada";12/2018;5;81;39,9;
"Costa Daurada";11/2018;5;82;38,7;
"Costa Daurada";10/2018;5;83;62,8;
"Costa Daurada";09/2018;5;84;79,7;
"Costa Daurada";08/2018;5;85;86,9;
"Costa Daurada";07/2018;5;86;81,1;
"Costa Daurada";06/2018;5;87;74,7;
"Costa Daurada";05/2018;5;88;60,4;
"Costa Daurada";04/2018;5;89;53,3;
"Costa Daurada";03/2018;5;90;48,5;
"Costa Daurada";02/2018;5;91;40,8;
"Costa Daurada";01/2018;5;92;32,7;
"Costa Daurada";12/2017;5;93;43,4;
"Costa Daurada";11/2017;5;94;37,4;
"Costa Daurada";10/2017;5;95;63,2;
"Costa Daurada";09/2017;5;96;81,2;
"Costa Daurada";08/2017;5;97;90,7;
"Costa Daurada";07/2017;5;98;86,9;
"Costa Daurada";06/2017;5;99;75,9;
"Costa Daurada";05/2017;5;100;58,2;
"Costa Daurada";04/2017;5;101;61,6;
"Costa Daurada";03/2017;5;102;50,1;
"Costa Daurada";02/2017;5;103;45,6;
"Costa Daurada";01/2017;5;104;35,4;
"Costa Daurada";12/2016;5;105;37,2;
"Costa Daurada";11/2016;5;106;33,3;
"Costa Daurada";10/2016;5;107;61;
"Costa Daurada";09/2016;5;108;78,4;
"Costa Daurada";08/2016;5;109;90,9;
"Costa Daurada";07/2016;5;110;84,3;
"Costa Daurada";06/2016;5;111;69,7;
"Costa Daurada";05/2016;5;112;57,2;
"Costa Daurada";04/2016;5;113;53,9;
"Costa Daurada";03/2016;5;114;46,6;
"Costa Daurada";02/2016;5;115;41;
"Costa Daurada";01/2016;5;116;30,9;
"Costa Daurada";12/2015;5;117;37,2;
"Costa Daurada";11/2015;5;118;31,5;
"Costa Daurada";10/2015;5;119;57,8;
"Costa Daurada";09/2015;5;120;72,3;
"Costa Daurada";08/2015;5;121;87,3;
"Costa Daurada";07/2015;5;122;77,7;
"Costa Daurada";06/2015;5;123;60,3;
"Costa Daurada";05/2015;5;124;50;
"Costa Daurada";04/2015;5;125;51,9;
"Costa Daurada";03/2015;5;126;42,6;
"Costa Daurada";02/2015;5;127;31,4;
"Costa Daurada";01/2015;5;128;26,7;
"Costa Daurada";12/2014;5;129;29,2;
"Costa Daurada";11/2014;5;130;27,7;
"Costa Daurada";10/2014;5;131;50,3;
"Costa Daurada";09/2014;5;132;78,5;
"Costa Daurada";08/2014;5;133;87,2;
"Costa Daurada";07/2014;5;134;82,1;
"Costa Daurada";06/2014;5;135;68,6;
"Costa Daurada";05/2014;5;136;51,7;
"Costa Daurada";04/2014;5;137;48,9;
"Costa Daurada";03/2014;5;138;40,4;
"Costa Daurada";02/2014;5;139;28;
"Costa Daurada";01/2014;5;140;26,6;
"Costa Daurada";12/2013;5;141;30,3;
"Costa Daurada";11/2013;5;142;35,1;
"Costa Daurada";10/2013;5;143;52;
"Costa Daurada";09/2013;5;144;80,2;
"Costa Daurada";08/2013;5;145;88,9;
"Costa Daurada";07/2013;5;146;84,5;
"Costa Daurada";06/2013;5;147;74,4;
"Costa Daurada";05/2013;5;148;55,2;
"Costa Daurada";04/2013;5;149;44;
"Costa Daurada";03/2013;5;150;41,3;
"Costa Daurada";02/2013;5;151;27,4;
"Costa Daurada";01/2013;5;152;23,6;
"Costa Daurada";12/2012;5;153;26,5;
"Costa Daurada";11/2012;5;154;32,4;
"Costa Daurada";10/2012;5;155;51,9;
"Costa Daurada";09/2012;5;156;80,1;
"Costa Daurada";08/2012;5;157;89,4;
"Costa Daurada";07/2012;5;158;84;
"Costa Daurada";06/2012;5;159;73,4;
"Costa Daurada";05/2012;5;160;55,6;
"Costa Daurada";04/2012;5;161;49,2;
"Costa Daurada";03/2012;5;162;38,6;
"Costa Daurada";02/2012;5;163;27,4;
"Costa Daurada";01/2012;5;164;23;
"Costa Daurada";12/2011;5;165;24,5;
"Costa Daurada";11/2011;5;166;31,8;
"Costa Daurada";10/2011;5;167;52,6;
"Costa Daurada";09/2011;5;168;79,2;
"Costa Daurada";08/2011;5;169;87,8;
"Costa Daurada";07/2011;5;170;83,9;
"Costa Daurada";06/2011;5;171;74,3;
"Costa Daurada";05/2011;5;172;53,3;
"Costa Daurada";04/2011;5;173;54,8;
"Costa Daurada";03/2011;5;174;40,1;
"Costa Daurada";02/2011;5;175;31,7;
"Costa Daurada";01/2011;5;176;25,8;
"Costa Daurada";12/2010;5;177;33,5;
"Costa Daurada";11/2010;5;178;32,6;
"Costa Daurada";10/2010;5;179;54,1;
"Costa Daurada";09/2010;5;180;72,7;
"Costa Daurada";08/2010;5;181;85,4;
"Costa Daurada";07/2010;5;182;73,4;
"Costa Daurada";06/2010;5;183;65,3;
"Costa Daurada";05/2010;5;184;53,8;
"Costa Daurada";04/2010;5;185;45,2;
"Costa Daurada";03/2010;5;186;41,8;
"Costa Daurada";02/2010;5;187;30,5;
"Costa Daurada";01/2010;5;188;23,7;
"Costa Daurada";12/2009;5;189;28,2;
"Costa Daurada";11/2009;5;190;33,9;
"Costa Daurada";10/2009;5;191;50,3;
"Costa Daurada";09/2009;5;192;65,2;
"Costa Daurada";08/2009;5;193;81,4;
"Costa Daurada";07/2009;5;194;73,9;
"Costa Daurada";06/2009;5;195;63,1;
"Costa Daurada";05/2009;5;196;52,2;
"Costa Daurada";04/2009;5;197;52,7;
"Costa Daurada";03/2009;5;198;33,2;
"Costa Daurada";02/2009;5;199;29,5;
"Costa Daurada";01/2009;5;200;21,4;
"Costa Daurada";12/2008;5;201;26,4;
"Costa Daurada";11/2008;5;202;35,3;
"Costa Daurada";10/2008;5;203;51,8;
"Costa Daurada";09/2008;5;204;72,7;
"Costa Daurada";08/2008;5;205;85,8;
"Costa Daurada";07/2008;5;206;80,6;
"Costa Daurada";06/2008;5;207;68,5;
"Costa Daurada";05/2008;5;208;59,6;
"Costa Daurada";04/2008;5;209;43,2;
"Costa Daurada";03/2008;5;210;43;
"Costa Daurada";02/2008;5;211;38,9;
"Costa Daurada";01/2008;5;212;29;
"Costa Daurada";12/2007;5;213;25,3;
"Costa Daurada";11/2007;5;214;33,7;
"Costa Daurada";10/2007;5;215;57,6;
"Costa Daurada";09/2007;5;216;78,7;
"Costa Daurada";08/2007;5;217;87,9;
"Costa Daurada";07/2007;5;218;82;
"Costa Daurada";06/2007;5;219;73,3;
"Costa Daurada";05/2007;5;220;58,8;
"Costa Daurada";04/2007;5;221;59,4;
"Costa Daurada";03/2007;5;222;35,2;
"Costa Daurada";02/2007;5;223;34,7;
"Costa Daurada";01/2007;5;224;31,7;
"Costa Daurada";12/2006;5;225;24,6;
"Costa Daurada";11/2006;5;226;35,6;
"Costa Daurada";10/2006;5;227;58,1;
"Costa Daurada";09/2006;5;228;80,2;
"Costa Daurada";08/2006;5;229;86,2;
"Costa Daurada";07/2006;5;230;81,9;
"Costa Daurada";06/2006;5;231;73,2;
"Costa Daurada";05/2006;5;232;61,5;
"Costa Daurada";04/2006;5;233;53,4;
"Costa Daurada";03/2006;5;234;34,6;
"Costa Daurada";02/2006;5;235;34,1;
"Costa Daurada";01/2006;5;236;27,1;
"Costa de Garraf";"08/2025 (p)";6;1;;..
"Costa de Garraf";"07/2025 (p)";6;2;0;
"Costa de Garraf";"06/2025 (p)";6;3;;z
"Costa de Garraf";"05/2025 (p)";6;4;0;
"Costa de Garraf";"04/2025 (p)";6;5;0;
"Costa de Garraf";"03/2025 (p)";6;6;;z
"Costa de Garraf";"02/2025 (p)";6;7;;z
"Costa de Garraf";"01/2025 (p)";6;8;;z
"Costa de Garraf";12/2024;6;9;0;
"Costa de Garraf";11/2024;6;10;0;
"Costa de Garraf";10/2024;6;11;0;
"Costa de Garraf";09/2024;6;12;0;
"Costa de Garraf";08/2024;6;13;;..
"Costa de Garraf";07/2024;6;14;;z
"Costa de Garraf";06/2024;6;15;;z
"Costa de Garraf";05/2024;6;16;0;
"Costa de Garraf";04/2024;6;17;0;
"Costa de Garraf";03/2024;6;18;;z
"Costa de Garraf";"02/2024 (p)";6;19;;z
"Costa de Garraf";01/2024;6;20;;z
"Costa de Garraf";12/2023;6;21;;z
"Costa de Garraf";11/2023;6;22;;z
"Costa de Garraf";10/2023;6;23;;z
"Costa de Garraf";09/2023;6;24;;z
"Costa de Garraf";08/2023;6;25;;z
"Costa de Garraf";07/2023;6;26;;z
"Costa de Garraf";06/2023;6;27;;z
"Costa de Garraf";05/2023;6;28;;z
"Costa de Garraf";04/2023;6;29;;z
"Costa de Garraf";03/2023;6;30;;z
"Costa de Garraf";02/2023;6;31;;z
"Costa de Garraf";01/2023;6;32;;z
"Costa de Garraf";12/2022;6;33;;z
"Costa de Garraf";11/2022;6;34;;z
"Costa de Garraf";10/2022;6;35;;z
"Costa de Garraf";09/2022;6;36;;z
"Costa de Garraf";08/2022;6;37;;z
"Costa de Garraf";07/2022;6;38;;z
"Costa de Garraf";06/2022;6;39;;z
"Costa de Garraf";05/2022;6;40;;z
"Costa de Garraf";04/2022;6;41;;z
"Costa de Garraf";03/2022;6;42;;z
"Costa de Garraf";02/2022;6;43;;z
"Costa de Garraf";01/2022;6;44;;z
"Costa de Garraf";12/2021;6;45;;z
"Costa de Garraf";11/2021;6;46;;z
"Costa de Garraf";10/2021;6;47;;z
"Costa de Garraf";09/2021;6;48;;z
"Costa de Garraf";08/2021;6;49;;z
"Costa de Garraf";07/2021;6;50;;z
"Costa de Garraf";06/2021;6;51;;z
"Costa de Garraf";05/2021;6;52;;z
"Costa de Garraf";04/2021;6;53;;z
"Costa de Garraf";03/2021;6;54;;z
"Costa de Garraf";02/2021;6;55;;z
"Costa de Garraf";01/2021;6;56;;z
"Costa de Garraf";12/2020;6;57;;z
"Costa de Garraf";11/2020;6;58;;z
"Costa de Garraf";10/2020;6;59;;z
"Costa de Garraf";09/2020;6;60;;z
"Costa de Garraf";08/2020;6;61;;z
"Costa de Garraf";07/2020;6;62;;z
"Costa de Garraf";06/2020;6;63;;z
"Costa de Garraf";05/2020;6;64;;z
"Costa de Garraf";04/2020;6;65;;z
"Costa de Garraf";03/2020;6;66;;z
"Costa de Garraf";02/2020;6;67;;z
"Costa de Garraf";01/2020;6;68;;z
"Costa de Garraf";12/2019;6;69;;z
"Costa de Garraf";11/2019;6;70;;z
"Costa de Garraf";10/2019;6;71;;z
"Costa de Garraf";09/2019;6;72;;z
"Costa de Garraf";08/2019;6;73;;z
"Costa de Garraf";07/2019;6;74;;z
"Costa de Garraf";06/2019;6;75;;z
"Costa de Garraf";05/2019;6;76;;z
"Costa de Garraf";04/2019;6;77;;z
"Costa de Garraf";03/2019;6;78;;z
"Costa de Garraf";02/2019;6;79;;z
"Costa de Garraf";01/2019;6;80;;z
"Costa de Garraf";12/2018;6;81;;z
"Costa de Garraf";11/2018;6;82;;z
"Costa de Garraf";10/2018;6;83;;z
"Costa de Garraf";09/2018;6;84;;z
"Costa de Garraf";08/2018;6;85;;z
"Costa de Garraf";07/2018;6;86;;z
"Costa de Garraf";06/2018;6;87;;z
"Costa de Garraf";05/2018;6;88;;z
"Costa de Garraf";04/2018;6;89;;z
"Costa de Garraf";03/2018;6;90;;z
"Costa de Garraf";02/2018;6;91;;z
"Costa de Garraf";01/2018;6;92;;z
"Costa de Garraf";12/2017;6;93;;z
"Costa de Garraf";11/2017;6;94;;z
"Costa de Garraf";10/2017;6;95;;z
"Costa de Garraf";09/2017;6;96;;z
"Costa de Garraf";08/2017;6;97;;z
"Costa de Garraf";07/2017;6;98;;z
"Costa de Garraf";06/2017;6;99;;z
"Costa de Garraf";05/2017;6;100;;z
"Costa de Garraf";04/2017;6;101;;z
